insul_thick,wwr,wall_thick,u_win_n,u_win_s,u_win_e,u_win_w,u_wall,u_roof,u_ground,shgc_n,shgc_s,shgc_e,shgc_w,window_type_id,roof_insul_thick,floor_num,public_area,room_area,room_count,building_length,building_width,aspect_ratio,floor_height,orientation_deg,equip_power,dhw_per_person,occupancy_density,light_power,cool_set,heat_set,dhw_temp,cop_cooling,cop_heating,boiler_eff,fan_eff,fresh_air_ach,operation_hours,sample_id,gross_floor_area_m2,footprint_area_m2,building_height_m,building_volume_m3,guestroom_total_area_m2,usable_area_m2,usable_area_ratio,geometry_feasible,estimated_people,daily_operation_hours,schedule_on_fraction,wall_R_m2K_W,roof_R_m2K_W,floor_R_m2K_W,glass_vt,gross_floor_area_sql_m2,ideal_heating_supply_kwh,ideal_cooling_supply_kwh,ideal_heating_zone_kwh,ideal_cooling_zone_kwh,ideal_cooling_load_kwh,ideal_heating_load_kwh,cooling_electricity_kwh,heating_electricity_kwh,lighting_electricity_kwh,equipment_electricity_kwh,fan_electricity_kwh,electricity_kwh,dhw_thermal_kwh,natural_gas_kwh,site_energy_kwh,eui_kwh_m2
0.10713688129525971,0.44899500925002833,0.22963620740235083,0.894936832222643,1.5242340744176137,1.222182361469558,1.4387849541218651,0.7412146292184573,0.2882864444459858,0.30020730240747284,0.26590156368108814,0.21989382511475947,0.21099507812272253,0.30948174820575053,1,0.10105394324399737,12,113.99226207958569,26.823767575544117,195,39.92780681338139,18.0,2.0681020720393377,2.901062942414076,33.377477691477374,3.2254687952500056,0.18930759339168413,0.17364882899054798,6.677359326031754,24.371042827194763,21.089728976589843,53.01486651216845,3.928266843100266,2.846247932759753,0.8465041470755079,0.6811673379094009,0.9783160797826531,2701.4551919614078,sample_0004,8624.406271690379,718.700522640865,34.81275530896892,25019.945435124504,5230.634677231103,5344.626939310689,0.6197095511205718,True,312.0,7.401247101264131,0.30838529588600544,1.1791368904232344,3.328772185670225,3.1610315637915267,0.55,718.7,455359.3954577319,233402.98029345073,404280.37051303225,232301.39023407118,233402.98029345073,455359.3954577319,59416.274305144834,159985.85021938354,155572.10302686173,75148.41409961517,16179.245045095471,466301.88669610076,952940.283053167,1125736.1069586882,1592037.993654789,184.59682249439652
0.06693778108710911,0.4130806467954343,0.23228929830201467,1.137234853140841,1.2719020260852714,1.280144237446806,1.849164018606704,0.7412653800748208,0.3706941577299806,0.3405901904568843,0.36656709867236054,0.20321113570004043,0.29247883785616513,0.5825045716155127,1,0.1190056423064329,12,96.42946291366178,26.689758757137064,227,42.045969361967444,18.0,2.227067403448721,3.196878312734206,5.663457464030657,3.4502314120327786,0.18458434336345902,0.2324071588786179,6.455377514685487,25.396389472192013,19.731240016171455,54.95620278316812,4.70628538267558,3.2185175335809544,0.8936884828246194,0.6393689209605027,0.5170127660334629,2111.4917234138634,sample_0007,9081.929382184968,756.827448515414,38.36253975281047,29033.82307969069,6058.575237870114,6155.004700783776,0.677719947135614,True,363.20000000000005,5.784908831270859,0.24103786796961912,1.1790445215437735,2.557641651877383,2.7660798637757336,0.55,756.83,339766.7320217884,251642.82647834072,315176.905005953,257258.57674882398,251642.82647834072,339766.7320217884,53469.52129266728,105566.2206207591,123791.02223737576,66163.08224877708,8262.131521579291,357251.97792115854,1136879.6612838996,1272120.7480381113,1629372.7259592698,179.4082135405537
0.05247543655273952,0.44340229844775825,0.20514223448098795,1.168840753855431,1.5680018110929979,1.337480925315114,1.0848027063052708,0.40155982177882044,0.44052812520577583,0.29799566883923356,0.48779471293006554,0.22356198816299644,0.4865875097796306,0.6324164817558091,1,0.09700137259290333,10,149.27755948399232,24.461682527139775,222,49.1055834037174,18.0,2.029653764916639,2.8709294354227346,56.20483363172759,3.9325470473244017,0.1022026591106938,0.12867857110052552,6.7717487041557,24.68772867418037,20.028283941897588,47.97806727172597,4.1753260568531525,2.2431199128407897,0.8630556817358861,0.6106207409863718,1.0647732335779319,2863.557093734769,sample_0017,8839.005012669131,883.9005012669131,28.709294354227346,25376.15967072091,5430.49352102503,5579.771080509022,0.6312668759109672,True,355.20000000000005,7.845361900643202,0.32689007919346674,2.320288982523757,2.13000262363019,3.1857534708314588,0.55,883.9,407475.9141351335,298142.1588798267,348265.3862820185,300839.9302016621,298142.1588798267,407475.9141351335,71405.7189355242,181655.87662189995,171399.70101584189,99536.68064033292,21118.64587087214,545116.6230844711,508100.87149327074,588723.1638071305,1133839.7868916015,128.27685754974064
0.06412064202362,0.30923315288793235,0.22566377601749227,1.8309103247562288,1.0043635988593516,1.2820467206702837,1.4895333584772006,0.6531632643081646,0.2829563674010561,0.2561683781791727,0.6307954272196945,0.44373206796144127,0.4294745355162599,0.5411871725633105,1,0.14263431289234144,6,120.33692748092801,22.532178233379184,173,43.6188101115454,18.0,2.422594052334463,3.245677078789809,84.67505310153834,3.8689293903091064,0.07697874490107608,0.11358859616441541,4.389620217086298,25.05538127610554,20.485151709415224,49.20659084606565,4.937725838536727,2.8291531240702987,0.8733380062987062,0.672685595006063,1.0367830514526415,2307.947494665515,sample_0026,4710.831492046903,785.1385820078171,19.474062472738854,15289.83779577783,3898.066834374599,4018.4037618555267,0.8530136916677294,True,276.8,6.323143821001411,0.2634643258750588,1.3610107819049,3.3941137899986606,3.7336824416344108,0.55,785.14,281296.5004324542,192001.8678171116,220723.04161227672,195948.94824040713,192001.8678171116,281296.5004324542,38884.675677742875,99427.81040700736,47725.49500456749,42064.3611881268,9064.6974554364,237167.03973288095,309340.15037453163,354204.38380501285,591371.4235378938,125.53440396589882
0.11623280158713116,0.5385085970019663,0.26308688645627504,1.2359749496849153,1.7142323818769682,1.1308272827233352,1.7783045730010345,0.5214129552859197,0.41807951232938423,0.3238624711403426,0.46070764920878576,0.39833398879517545,0.5789436035801029,0.5324946891040654,3,0.10909846685651445,10,133.1531247541295,29.23763125901994,183,44.89720536490371,18.0,2.4035670024349436,3.185385007616082,28.172372472122582,2.655178745417903,0.15881660100450073,0.08707899349823939,5.261248285890868,24.63631539924387,21.639543961939008,48.23727518365579,3.4409107512310313,4.174525038138108,0.9268730532498427,0.651171014396413,0.602316900149842,2968.184875985943,sample_0027,8081.496965682668,808.1496965682668,31.85385007616082,25742.67927358043,5350.486520400648,5483.639645154778,0.678542560671686,True,292.8,8.132013358865597,0.3388338899527332,1.7478656568892588,2.2518895102713126,2.9177304075366606,0.75,808.15,377105.41026184516,393845.1359799466,343226.03696934896,397730.75904723967,393845.1359799466,377105.41026184516,114459.56156783296,90334.92596562291,126203.54648658696,63690.77375157671,11779.407111923563,406468.21488354314,655966.9670414069,707720.3989709561,1114188.6138544993,137.86908769325765
0.11265770871207512,0.3169578144573409,0.2813943083546494,0.9575735398459291,1.4236330577499614,0.9415765962445907,0.9368600834290993,0.3227597037523612,0.2066355754552178,0.21158221499584315,0.3189435574581657,0.3660008387402198,0.21215043152422552,0.2074009330856767,1,0.08003573241709136,7,133.88640302829174,22.51413461869711,108,42.731125603036304,15.061132285014935,2.837178825230266,2.9104111953767857,35.49374655232914,3.177048537781329,0.1293374311928559,0.08542306764295302,6.608650086713617,24.758048354059735,20.088535720136957,54.41313607835052,3.8179023335921785,4.192768167361237,0.895039502142242,0.5936168141730639,0.8810082003295905,2951.116386778439,sample_0030,4505.053947764429,643.5791353949184,20.3728783676375,13111.559445349978,2431.526538819288,2565.4129418475795,0.5694522133570965,True,172.8,8.085250374735448,0.33688543228064366,2.92828020156833,4.699437728943828,4.556295166253205,0.55,643.58,183432.9365985641,133605.1983297404,148058.04256134387,137312.32750782665,133605.1983297404,183432.9365985641,34994.39918989082,43749.8400284816,87861.59665967645,42238.66501208121,9571.129503233702,218415.63039336377,373851.0025845487,417692.1819537026,636107.8123470664,141.19871143002098
0.08503423283774234,0.3441463533615249,0.2908662425459471,1.223052865379118,1.6220548410589934,1.7442094225180986,1.6002694792093126,0.47341486454037285,0.3670575186672066,0.296250120144283,0.34255691274669975,0.35539183075217884,0.634712403586088,0.5872161593410243,1,0.1472175854152396,7,95.15432694762337,25.321111680831518,126,45.029533187313774,17.498262515029094,2.5733716789674594,3.1113862272807875,33.287271538838226,3.2989217100421193,0.18685381395564502,0.10059507959733426,4.1067097662321315,24.393851380792437,20.8058109723017,45.107790671956344,3.8843242089681267,2.9766173388515345,0.9139018520500587,0.5689646097288936,0.7218205256133476,2972.6739040764614,sample_0032,5515.570148485818,787.9385926408312,21.77970359096551,17161.068995599824,3190.460071784771,3285.6143987323944,0.5956980530171282,True,201.60000000000002,8.144312065962907,0.3393463360817878,1.9423122126105525,2.584368659252698,3.2055260572146573,0.55,787.94,249149.79965515732,203765.96260203255,210326.8887371928,207433.8373760776,203765.96260203255,249149.79965515732,52458.53632185948,83702.32760630446,67333.57820042848,54089.092140546585,10786.593975204994,268370.128244344,481349.9934104027,526697.6889593138,795067.8172036578,144.14970634031855
0.10372305960341816,0.31441188747793286,0.2172882713459712,1.8332372844327463,1.290254321613905,1.9228300362420552,1.7781966131718714,0.7872292998404332,0.238034818262843,0.3751929665948678,0.5020680003602944,0.3003217822204707,0.4749088972276568,0.46275663114065846,3,0.13988265868319352,7,130.0991906803814,22.981843006106295,129,43.16106576685644,18.0,2.2023980729000336,3.2038579895298582,46.63546799393775,3.07509801006721,0.19408679578027146,0.0901332567646349,6.680125537377634,25.944253424255965,19.313349179033676,49.98460667514375,3.1089669283933254,2.743212123638022,0.9343000751061808,0.6255957619156702,0.545280538037413,2017.2919705843708,sample_0035,5438.294286623911,776.8991838034159,22.427005926709008,17423.522599614596,2964.657747787712,3094.7569384680937,0.5690675743826501,True,206.4,5.526827316669509,0.23028447152789622,1.1002779230939375,4.061066076374504,2.495295165513582,0.75,776.9,222449.7230241595,148731.28797785728,196370.76668504984,153893.8720667129,148731.28797785728,222449.7230241595,47839.45645080236,81090.96672011961,73285.16824297747,33735.75448102854,5105.986613459683,241057.33250838766,594801.7895199435,636628.2154610186,877685.5479694062,161.3898589725406
0.09707578782233817,0.2965413096666202,0.23988231756038125,1.667722075042791,1.5610421852052667,1.1936086614726977,1.280228743442434,0.6120486575009068,0.35941402315719184,0.33600781920079437,0.26176022511126645,0.251552362963722,0.5480641603200944,0.3990673011646919,3,0.12445137475999327,6,108.72670505471254,29.002232952282938,81,36.69815393708119,14.840513968523608,2.472835780143271,2.9823424050845397,58.70306549584649,3.2312482022233353,0.18269235679789364,0.1589865587564252,4.222796480984563,25.676583660829984,20.53574975038888,53.007311632996064,4.470538128522183,3.3343959904990133,0.8437349987732182,0.5644710831182952,1.1178124985759,2058.943018817291,sample_0036,3267.716796733698,544.619466122283,17.89405443050724,9745.450370705925,2349.180869134918,2457.9075741896304,0.7521788842431124,True,129.6,5.640939777581619,0.23503915739923412,1.4638570271245446,2.6423065756191826,2.806121217591105,0.75,544.62,213521.95355060542,93492.09685083265,169663.6613998715,96857.98967041895,93492.09685083265,213521.95355060542,20912.940268722898,64036.1715162243,28411.154978805927,21739.975833964614,6622.5043780242895,141722.74697574202,381928.5459052874,452664.1024262445,594386.8494019866,181.89668394645338
0.11055124950551831,0.4887373244851594,0.2911300058518133,1.6423631890109163,1.4913266132320078,1.1123054835052066,1.6987525129107315,0.7450973243867456,0.29446148557499474,0.391137302430557,0.46101176298575114,0.2748563210683308,0.2416383343462731,0.490642216234596,1,0.08385057185435639,13,112.27621187816862,26.284482798008415,231,47.480003881839785,18.0,2.3469055050496466,3.015692141301434,37.58669252264696,3.5539548936171386,0.13873875590421267,0.2078745201544892,6.549198303867023,25.393144299821813,19.982005555055434,48.914415100013116,4.772480481447018,3.5340942054655464,0.9249428295921004,0.5684394784029362,0.6863108057687799,2842.5159335263656,sample_0042,11110.32090835051,854.6400698731161,39.203997836918646,33505.30745064964,6071.715526339944,6183.991738218112,0.5565988407742776,True,369.6,7.787714886373604,0.32448812026556684,1.1721065507422843,3.2560298680396205,2.3866469722675996,0.55,854.64,468146.21304128447,340720.99412994215,431194.84054137836,346772.0838849954,340720.99412994215,468146.21304128447,71392.85230279986,132465.685922375,206831.96198879174,112238.3884806896,19164.69311903319,542093.5818136894,738080.4082660574,797974.0851567558,1340067.6669704453,120.61466793126122
